   Crop          1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64
   #  NAME      WA      HI     TOP     TBS    DMLA    DLAI   DLAP1   DLAP2    RLAD    RBMD     ALT     GSI     CAF     SDW     HMX    RDMX    WAC2     CNY     CPY     CKY    WSYF     PST    COSD    PRYG    PRYF     WCY     BN1     BN2     BN3     BP1     BP2     BP3     BK1     BK2     BK3     BW1     BW2     BW3     IDC   FRST1   FRST2    WAVP    VPTH    VPD2   RWPC1   RWPC2    GMHU   PPLP1   PPLP2    STX1    STX2    BLG1    BLG2     WUB     FTO     FLT    CCEM    IPDU    TRE1    TRE2    LAYR    WDRM    EXTC    GPAL
   11 SWHT   35.00    0.45   20.00    5.00    6.00    0.60   15.01   50.95    1.00    1.00    2.00   0.007    0.85   90.00    1.00    2.00  660.41  0.0303  0.0038  0.0039    0.21    0.60    0.22  157.66   20.00    0.12  0.0663   0.025  0.0148  0.0084  0.0032  0.0019   0.023    0.02   0.017    3.39    3.39    1.61    5.00    5.01   15.10   10.00    0.50    4.75    0.40    0.20    0.00  125.60  250.95    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SPRING WHEAT              
   12 CSWH   35.00    0.42   15.00    0.00    5.00    0.60   15.01   45.95    1.00    1.00    2.00   0.007    0.85   90.00    1.00    2.00  660.47  0.0303  0.0038  0.0039    0.21    0.60    0.26  157.66   20.00    0.12  0.0663   0.025  0.0148  0.0084  0.0032  0.0019   0.023    0.02   0.017    3.39    3.39    1.61    5.00    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CANADIAN SPRING WHEAT     
   13 DWHT   30.00    0.40   15.00    0.00    5.00    0.60   15.01   50.95    1.00    1.00    2.00   0.007    0.85   90.00    1.00    2.00  660.41  0.0263  0.0057  0.0048    0.20    0.60    0.26  154.35   20.00    0.12  0.0518  0.0199  0.0116  0.0089  0.0034   0.002   0.023    0.02   0.017    3.39    3.39    1.61    5.00    5.01   15.10    7.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   DURAM WHEAT               
   14 BARL   30.00    0.40   15.00    0.00    6.00    0.80   15.01   50.95    1.00    1.00    2.00   0.006    0.85   90.00    1.00    2.00  660.45  0.0236  0.0029   0.006    0.21    0.60    0.27  122.19   20.00    0.12   0.059   0.022  0.0131  0.0057  0.0022  0.0013   0.016   0.016   0.015    3.39    3.39    1.61    5.00    5.01   15.10    7.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.05    8.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   BARLEY                    
   15 CBAR   35.00    0.42   15.00    0.00    3.50    0.60   20.10   49.95    1.00    1.00    2.00   0.007    0.85   90.00    1.20    2.00  660.47  0.0236  0.0029   0.005    0.21    0.60    0.27  122.19   20.00    0.12   0.059   0.022  0.0131  0.0057  0.0022  0.0013   0.016   0.016   0.015    3.39    3.39    1.61    5.00    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.05    8.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CANADIAN BARLEY           
   16 OATS   35.00    0.42   15.00    0.00    6.00    0.80   15.01   50.95    1.00    1.00    2.00   0.007    0.85   90.00    1.00    2.00  660.47  0.0316  0.0057  0.0047    0.21    0.60    0.03  124.03   20.00    0.10   0.058  0.0224   0.013  0.0053   0.002  0.0012   0.028    0.02   0.012    3.39    3.39    1.61    5.00    5.01   15.10    7.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.07    8.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   OATS                      
   17 COAT   35.00    0.42   15.00    0.00    5.00    0.60   15.01   45.95    1.00    1.00    2.00   0.007    0.85   90.00    1.20    2.00  660.47  0.0316  0.0057  0.0047    0.21    0.60    0.03  124.03   20.00    0.10   0.058  0.0224   0.013  0.0053   0.002  0.0012   0.028    0.02   0.012    3.39    3.39    1.61    5.00    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.07    8.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CANADIAN OATS             
   18 RICE   25.00    0.25   25.00   10.00    6.00    0.80   15.01   50.95    0.50    0.50    3.00   0.008    1.00   50.00    0.80    2.00  660.34  0.0136  0.0013  0.0013    0.25    0.60    0.85   86.88   20.00    0.14    0.05    0.02    0.01   0.006   0.003  0.0018   0.025   0.015   0.008    3.39    3.39    1.61    4.00    5.05   15.95    5.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.12    3.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   RICE                      
   19  RYE   35.00    0.40   12.50    0.00    6.00    0.80   15.01   50.95    1.00    1.00    2.00   0.006    0.85   90.00    1.00    2.00  660.47  0.0284  0.0042   0.003    0.20    0.60    2.38   98.04   75.00    0.12   0.056  0.0215  0.0125  0.0066  0.0025  0.0015   0.018   0.015   0.012    3.39    3.39    1.61    5.00    5.01   15.10    7.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.08    5.60    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   RYE                       
   20 WPEA   20.00    0.55   14.00    1.00    4.00    0.90   15.02   50.95    1.00    0.50    2.00    0.01    0.85  140.00    0.80    2.00  660.27  0.0412  0.0055  0.0114    0.38    0.60    0.69   24.00   75.00    0.12    0.04   0.026  0.0232   0.007   0.004   0.003   0.014   0.013   0.012    3.39    3.39    1.61    2.00    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   WINTER PEAS               
   21 LENW   20.00    0.55   14.00    1.00    5.00    0.90   15.02   50.95    1.00    0.50    3.00    0.01    0.90  100.00    0.55    2.00  660.27  0.0506  0.0051  0.0102    0.38    0.60   22.40  100.00    5.00    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.014   0.013   0.012   1.266   0.633   0.729    1.00    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   WARM SEASON LENTILS       
   22 LENT   20.00    0.55   14.00    1.00    4.00    0.90   15.02   50.95    1.00    0.50    3.00    0.01    0.90  100.00    0.55    2.00  660.27  0.0506  0.0051  0.0102    0.38    0.60   22.40  100.00    5.00    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.014   0.013   0.012   1.266   0.633   0.729    2.00    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   COLD SEASON LENTILS       
   23 CANA   34.00    0.30   21.00    5.00    4.50    0.49   15.02   45.95    0.20    0.30    3.00  0.0078    0.90  100.00    1.30    1.40  660.46   0.036  0.0084   0.038    0.21    0.60   10.75  147.74    5.00    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.044   0.016   0.013   1.266   0.633   0.729    1.00    5.05   15.10   10.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CANOLA-ARGENTINE          
   24 CANP   34.00    0.23   21.00    5.00    3.50    0.50   15.02   45.95    0.20    0.30    3.00  0.0078    0.90  100.00    0.90    0.90  660.46   0.036  0.0084   0.038    0.16    0.60   10.75  147.74    5.00    0.12   0.044  0.0182  0.0164  0.0073  0.0037  0.0023   0.044   0.016   0.013   1.266   0.633   0.729    1.00    5.05   15.10   10.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CANOLA-POLISH             
   25 FLAX   25.00    0.54   22.50    5.00    2.50    0.90   15.02   50.95    1.00    0.50    3.00  0.0078    0.90  100.00    0.55    2.00  660.34  0.0409  0.0055  0.0084    0.27    0.60    0.31  143.32    5.00    0.12  0.0482  0.0294  0.0263  0.0049  0.0024  0.0023    0.02   0.013   0.007   1.266   0.633   0.729    2.00    5.05   15.10   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   FLAX                      
   26 FPEA   25.00    0.45   15.00    1.00    5.00    0.75   15.01   50.95    2.00    2.00    2.00   0.007    0.85   35.00    1.20    2.00  660.34  0.0412  0.0055  0.0114    0.34    0.60    0.74   24.00    5.00    0.12  0.0515  0.0335  0.0296  0.0033  0.0019  0.0014   0.014   0.013   0.012    3.39    3.39    1.61    2.00    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   FIELD PEAS                
   27 MUNG   25.00    0.31   25.00   10.00    5.00    0.90   15.01   50.95    2.00   10.00    3.00  0.0078    0.85   35.00    1.50    2.00  660.34   0.042   0.004  0.0137    0.23    0.60    0.74  370.00    5.00    0.13  0.0326  0.0165  0.0161  0.0044  0.0022  0.0021   0.014   0.013   0.012   1.266   0.633   0.729    1.00    5.05   15.95   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SUMMER MUNG               
   28 SESB   50.00    0.31   25.00   10.00    5.00    0.90   15.01   50.95    2.00   10.00    3.00  0.0078    0.85   35.00    1.50    2.00  660.67  0.0419  0.0039   0.011    0.23    0.60    0.74  370.00    5.00    0.13    0.05    0.02   0.015  0.0074  0.0037  0.0035   0.014   0.014   0.013   1.266   0.633   0.729    1.00    5.05   15.95   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SESBANIA                  
   29 CSIL   39.00    0.50   25.00   10.00    6.00    0.80   15.05   50.95    1.00    1.00    3.00   0.007    0.85   20.00    2.00    2.00  660.45  0.0168  0.0023  0.0032    0.25    0.60    3.45    0.00   31.50    0.15   0.044   0.016  0.0128  0.0062  0.0023  0.0018   0.015   0.012   0.009   1.266   0.633   0.729    4.00    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00    4.47    7.77    0.12    1.70    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CORN SILAGE               
   30 SGHY   35.00    0.50   27.50   10.00    5.00    0.80   15.01   50.95    0.50    0.50    2.00   0.007    0.85   90.00    2.00    2.00  660.40  0.0199  0.0032  0.0039    0.45    0.60    3.66    0.00   33.08    0.13   0.044  0.0164  0.0128   0.006  0.0022  0.0018    0.15    0.15    0.15    3.39    3.39    0.32    4.00    5.05   15.95    7.00    0.50    4.75    0.40    0.20  100.00    5.43   15.79    0.20    4.80    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SORGHUM HAY               
   31 ALFA   20.00    0.02   25.00    1.00    5.00    0.90   15.01   50.95    0.50    0.50    3.00    0.01    0.85   15.00    1.25    2.00  660.27  0.0601  0.0066  0.0074    0.01    0.60    3.64   77.00  172.86    0.12    0.05  0.0283   0.024  0.0071  0.0024  0.0019  0.0231  0.0189  0.0178    3.39    3.39    3.39    3.00    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    2.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   ALFALFA                   
   32 CLVA   25.00    0.02   25.00    1.00    5.00    0.75   15.01   50.95    2.00   10.00    2.00   0.007    0.99   35.00    1.20    2.00  660.34  0.0567   0.004   0.018    0.01    0.60    2.13   24.00    5.00    0.08    0.06   0.028   0.024   0.006   0.003  0.0025   0.022    0.02   0.018    3.39    3.39    3.39    2.00    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   22.50   40.71    0.12    1.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CLOVER ALSIKE             
   33 CLVR   25.00    0.02   25.00    1.00    5.00    0.75   15.01   50.95    2.00   10.00    2.00   0.007    0.85   35.00    1.20    2.00  660.34  0.0597   0.004   0.018    0.01    0.60    3.15   24.00    5.00    0.12   0.065   0.028  0.0243   0.006  0.0029  0.0024   0.022    0.02   0.018    3.39    3.39    3.39    2.00    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   22.50   40.71    0.12    1.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   RED CLOVER                
   34 CLVS   25.00    0.02   25.00    1.00    5.00    0.75   15.01   50.95    2.00   10.00    2.00   0.007    0.75   35.00    1.20    2.00  660.34  0.0649   0.004   0.018    0.01    0.60    2.13   24.00    5.00    0.08   0.065  0.0242    0.02   0.006  0.0029  0.0024    0.03   0.023   0.018    3.39    3.39    3.39    2.00    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   22.50   40.71    0.12    1.50    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SWEET CLOVER              
   35 TIMO   35.00    0.02   25.00    8.00   11.00    0.85   15.01   50.95    2.00    1.00    2.00   0.007    0.85    5.00    0.80    2.00  660.47  0.0234  0.0033   0.015    0.01    0.60    2.54   20.00   72.76    0.10  0.0314   0.013  0.0103  0.0038  0.0025  0.0019   0.018   0.016   0.015    3.39    3.39    3.39    6.00    5.05   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.09    2.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   TIMOTHY                   
   36 RNGE   30.00    0.02   25.00    8.00    5.00    0.99   15.01   50.95    1.00    1.00    4.00   0.005    0.85    5.00    1.00    2.00  660.41   0.015  0.0016   0.012    0.01    0.60    0.69   20.00    5.00    0.10  0.0193   0.011  0.0083  0.0028  0.0016  0.0012   0.021   0.012   0.009    3.39    3.39    3.39    6.00    1.10    5.95    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.09    2.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   RANGE                     
   37 SPAS   35.00    0.02   25.00    8.00    5.00    0.99   15.01   50.95    1.00    1.00    2.00   0.007    0.85    5.00    1.00    2.00  660.40   0.015  0.0021  0.0157    0.01    0.60    0.69   20.00    5.00    0.10  0.0222  0.0127  0.0095  0.0037  0.0021  0.0016  0.0275  0.0157  0.0118    3.39    3.39    3.39    6.00    5.05   15.95    7.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.04    2.80    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SUMMER PASTURE            
   38 WPAS   35.00    0.02   18.00    3.00    5.00    0.70   15.05   50.95    1.00    1.00    2.00   0.007    0.85    5.00    1.00    2.00  660.47   0.015  0.0018  0.0111    0.01    0.60    0.40  120.00    5.00    0.10  0.0276  0.0155   0.011  0.0031  0.0018  0.0013  0.0122  0.0111  0.0083    3.39    3.39    1.61    6.00    5.01   15.10    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.05    3.90    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   WINTER PASTURE            
   39 RYEA   30.00    0.02   15.00    0.00    3.00    0.80   35.01   62.95    1.00    1.00    2.00   0.007    0.75   90.00    1.10    1.30  660.41   0.023  0.0037   0.006    0.01    0.60    0.40  120.00    5.00    0.10   0.025   0.018   0.014   0.004   0.003  0.0024   0.018   0.015   0.012    3.39    3.39    1.61    6.00    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   ALTAI WILD RYE            
   40 RYER   30.00    0.02   15.00    0.00    3.00    0.80   35.01   62.95    1.00    1.00    2.00   0.007    0.75   90.00    1.00    1.30  660.41   0.023  0.0037   0.006    0.01    0.60    0.40  120.00    5.00    0.10   0.025   0.018   0.014   0.004   0.003  0.0024   0.018   0.015   0.012    3.39    3.39    1.61    6.00    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   RUSSIAN WILD RYE          
   41 RYEG   30.00    0.02   18.00    0.00    5.00    0.50   20.32   45.95    0.50    1.00    2.00   0.007    0.85   90.00    0.80    1.30  660.41   0.022  0.0028   0.006    0.01    0.60    1.33  120.00    5.00    0.10   0.066   0.025  0.0147  0.0105   0.004  0.0024   0.023   0.015   0.011    3.39    3.39    1.61    5.00    5.01   15.10    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   ANNUAL RYE GRASS          
   42 WWGR   35.00    0.02   25.00    8.00    5.00    0.85   50.01   89.95    2.00    1.00    4.00   0.007    0.85    5.00    0.60    1.30  660.47  0.0151  0.0024  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39    6.00    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   WESTERN WHEAT GRASS       
   43 NWGR   35.00    0.02   25.00    8.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00   0.007    0.85    5.00    0.80    2.00  660.47   0.015  0.0018  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39    6.00    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   NORTHERN WHEAT GRASS      
   44 SWGR   35.00    0.02   25.00    8.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00   0.007    0.85    5.00    0.70    2.00  660.47  0.0142  0.0027  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.027   0.027   0.027    3.39    3.39    3.39    6.00    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   SLENDER WHEAT GRASS       
   45 CWGR   35.00    0.02   25.00    6.00    5.00    0.85   35.01   62.95    2.00    1.00    4.00   0.007    0.85    5.00    0.70    1.30  660.47  0.0163  0.0018  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39    6.00    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   CRESTED WHEAT GRASS       
   46 BROM   35.00    0.02   25.00    6.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00   0.007    0.85    5.00    0.80    2.00  660.40   0.015  0.0022  0.0222    0.01    0.60    5.44   20.00    5.00    0.10  0.0267  0.0142  0.0107  0.0036  0.0022  0.0017   0.022   0.024   0.027    3.39    3.39    3.39    6.00    1.01    5.95    8.00    0.50    4.75    0.40    0.20  100.00   10.20   50.90    0.09    2.00    0.01    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   BROME GRASS               
